id,url,path
1001,/services/open/cb/ic/2.0?keyword=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,random.csv
1002,/services/open/cb/judicial/2.0?keyword=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,random.csv
1003,/services/open/cb/ipr/2.0?keyword=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,random.csv
1004,/services/open/cb/development/2.0?keyword=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,融资历史.csv
1005,/services/open/cb/history/2.0?keyword=北京百度网讯科技有限公司,补录.csv
1007,/services/open/bq/qualification/2.0?pageSize=20&keyword=河南省建筑设计研究院有限公司&pageNum=1,建筑资质.csv
1008,/services/open/bq/qualification/detail/2.0?businessId=5d43a8f092aec74cbf04a163-A141002510,资质资格详情.csv
1009,/services/open/bq/regHuman/2.0?pageSize=20&keyword=河南省建筑设计研究院有限公司&pageNum=1,建筑资质.csv
1010,/services/open/bq/regHuman/detail/2.0?businessId=5d48344bc02a0fa2ff165836,人员详情.csv
1011,/services/open/bq/project/2.0?pageSize=20&keyword=河南省建筑设计研究院有限公司&pageNum=1,建筑资质.csv
1012,/services/open/bq/project/detail/2.0?businessId=5d42d1d6478d18a66bd81e57,项目详情.csv
1013,/services/open/jr/endCase/2.0?pageSize=20&keyword=%E6%88%90%E9%83%BD%E5%B8%82%E6%AD%A6%E4%BE%AF%E5%8C%BA%E6%A1%82%E6%BA%AA%E6%88%BF%E5%9C%B0%E4%BA%A7%E5%BC%80%E5%8F%91%E5%85%AC%E5%8F%B8&pageNum=1,finalcase.csv
1014,/services/open/jr/consumptionRestriction/2.0?pageSize=20&keyword=%E4%B9%90%E8%A7%86%E6%8E%A7%E8%82%A1%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,restrictConsume.csv
1015,/services/open/hi/judicial/2.0?pageSize=20&keyword=%E5%8D%97%E6%98%8C%E4%BA%A8%E5%BE%97%E5%88%A9%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,histJudicialAssistance.csv
1016,/services/open/hi/judicial/detail/2.0?businessId=4e4m4cv7fb12c6dff13033138l2544c8,judicialAssistanceDetailBusinessId.csv
1017,/services/open/mr/stockPledge/trend/2.0?keyword=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,质押详情.csv
1018,/services/open/mr/stockPledge/ratio/2.0?date=2019-07-26&keyword=%E5%8E%A6%E9%97%A8%E5%AE%89%E5%A6%AE%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,质押详情.csv
1019,/services/open/mr/stockPledge/shareholder/2.0?pageSize=20&keyword=%E9%80%9A%E6%BA%90%E7%9F%B3%E6%B2%B9%E7%A7%91%E6%8A%80%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,质押详情.csv
1020,/services/open/mr/stockPledge/shareholder/detail/2.0?businessId=1o118ef2424dfb670e699b1b0l671c24&id=7996092,重要股东质押明细2.csv
1021,/services/open/mr/stockPledge/detailList/2.0?pageSize=20&keyword=%E5%8E%A6%E9%97%A8%E5%AE%89%E5%A6%AE%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,质押详情.csv
1022,/services/open/mr/stockPledge/detail/2.0?businessId=49o1ecbae1bb82282dbe7a1aflbf1f36&id=7996092,质押明细详情2.csv
1023,/services/open/mr/inquiryEvaluation/2.0?pageSize=20&keyword=%E6%AD%A6%E6%B1%89%E9%87%91%E6%B9%96%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,询价评估.csv
1024,/services/open/m/doubleRandomCheck/2.0?pageSize=20&keyword=%E6%AD%A6%E6%B1%89%E4%B8%96%E7%BA%AA%E6%A5%9A%E6%B3%BD%E5%95%86%E8%B4%B8%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,双随机抽查.csv
1025,/services/open/m/doubleRandomCheckDetail/2.0?businessId=4me4c1m72f122bd2d7f23e1eal2f46f7&pageSize=20&pageNum=1,双随机抽查详情.csv
1026,/services/open/m/weibo/2.0?pageSize=20&keyword=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1,微博.csv
1027,/services/open/hi/tm/2.0?keyword=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&pageNum=1&pageSize=20,历史商标.csv
